201945|2019-10-29|15|20|51|15|1915205132983|1915205133108|126|14|5|45|43|3|7|0|117|0|0|0|0|0|0|0|0|0|102|0|0|0|0|6.4.3.1.3
201945|2019-10-29|15|20|51|9|||0|1|0|3|5|0|0|0|9|0|0|0|0|0|0|0|0|0|5|0|0|0|0|6.4.3.1.3
