201948|2019-11-21|15|20|51|15|1915205134796|1915205134933|138|13|3|52|46|8|6|0|128|0|0|0|0|0|86|0|0|0|20|0|0|0|0|6.4.3.1.3
201948|2019-11-21|15|20|51|9|||0|0|1|4|5|0|0|0|10|0|0|0|0|0|1|0|0|0|1|0|0|0|0|6.4.3.1.3
