201947|2019-11-13|15|20|51|15|1915205134089|1915205134217|129|16|3|47|40|6|8|1|121|0|0|0|0|0|0|0|0|0|43|0|0|0|0|6.4.3.1.3
201947|2019-11-13|15|20|51|9|||0|1|0|5|1|0|1|0|8|0|0|0|0|0|0|0|0|0|1|0|0|0|0|6.4.3.1.3
